Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),Density of all electrons_N+1_4(N),Density of Alpha electrons_N+1_4(N),Density of Beta electrons_N+1_4(N),Lagrangian kinetic energy G(r)_N+1_4(N),Hamiltonian kinetic energy K(r)_N+1_4(N),Potential energy density V(r)_N+1_4(N),Energy density E(r) or H(r)_N+1_4(N),Laplacian of electron density_N+1_4(N),Electron localization function (ELF)_N+1_4(N),Localized orbital locator (LOL)_N+1_4(N),Local information entropy_N+1_4(N),Sign(lambda2)*rho_N+1_4(N),Sign(lambda2)*rho with promolecular approximation_N+1_4(N),Average local ionization energy (ALIE)_N+1_4(N),Delta-g (under promolecular approximation)_N+1_4(N),Delta-g (under Hirshfeld partition)_N+1_4(N),ESP from nuclear charges_N+1_4(N),ESP from electrons_N+1_4(N),Total ESP_N+1_4(N),Density of all electrons_N-1_4(N),Density of Alpha electrons_N-1_4(N),Density of Beta electrons_N-1_4(N),Lagrangian kinetic energy G(r)_N-1_4(N),Hamiltonian kinetic energy K(r)_N-1_4(N),Potential energy density V(r)_N-1_4(N),Energy density E(r) or H(r)_N-1_4(N),Laplacian of electron density_N-1_4(N),Electron localization function (ELF)_N-1_4(N),Localized orbital locator (LOL)_N-1_4(N),Local information entropy_N-1_4(N),Sign(lambda2)*rho_N-1_4(N),Sign(lambda2)*rho with promolecular approximation_N-1_4(N),Average local ionization energy (ALIE)_N-1_4(N),Delta-g (under promolecular approximation)_N-1_4(N),Delta-g (under Hirshfeld partition)_N-1_4(N),ESP from nuclear charges_N-1_4(N),ESP from electrons_N-1_4(N),Total ESP_N-1_4(N),Density of all electrons_(N)-(N-1)_4(N),Density of all electrons_(N+1)-(N)_4(N),Density of all electrons_(N+1)-(N-1)_4(N),Density of Alpha electrons_(N)-(N-1)_4(N),Density of Alpha electrons_(N+1)-(N)_4(N),Density of Alpha electrons_(N+1)-(N-1)_4(N),Density of Beta electrons_(N)-(N-1)_4(N),Density of Beta electrons_(N+1)-(N)_4(N),Density of Beta electrons_(N+1)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N)-(N-1)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N)_4(N),Lagrangian kinetic energy G(r)_(N+1)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N)-(N-1)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N)_4(N),Hamiltonian kinetic energy K(r)_(N+1)-(N-1)_4(N),Potential energy density V(r)_(N)-(N-1)_4(N),Potential energy density V(r)_(N+1)-(N)_4(N),Potential energy density V(r)_(N+1)-(N-1)_4(N),Energy density E(r) or H(r)_(N)-(N-1)_4(N),Energy density E(r) or H(r)_(N+1)-(N)_4(N),Energy density E(r) or H(r)_(N+1)-(N-1)_4(N),Laplacian of electron density_(N)-(N-1)_4(N),Laplacian of electron density_(N+1)-(N)_4(N),Laplacian of electron density_(N+1)-(N-1)_4(N),Electron localization function (ELF)_(N)-(N-1)_4(N),Electron localization function (ELF)_(N+1)-(N)_4(N),Electron localization function (ELF)_(N+1)-(N-1)_4(N),Localized orbital locator (LOL)_(N)-(N-1)_4(N),Localized orbital locator (LOL)_(N+1)-(N)_4(N),Localized orbital locator (LOL)_(N+1)-(N-1)_4(N),Local information entropy_(N)-(N-1)_4(N),Local information entropy_(N+1)-(N)_4(N),Local information entropy_(N+1)-(N-1)_4(N),Sign(lambda2)*rho_(N)-(N-1)_4(N),Sign(lambda2)*rho_(N+1)-(N)_4(N),Sign(lambda2)*rho_(N+1)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N)-(N-1)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N)_4(N),Sign(lambda2)*rho with promolecular approximation_(N+1)-(N-1)_4(N),Average local ionization energy (ALIE)_(N)-(N-1)_4(N),Average local ionization energy (ALIE)_(N+1)-(N)_4(N),Average local ionization energy (ALIE)_(N+1)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N)-(N-1)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N)_4(N),Delta-g (under promolecular approximation)_(N+1)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N)-(N-1)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N)_4(N),Delta-g (under Hirshfeld partition)_(N+1)-(N-1)_4(N),ESP from nuclear charges_(N)-(N-1)_4(N),ESP from nuclear charges_(N+1)-(N)_4(N),ESP from nuclear charges_(N+1)-(N-1)_4(N),ESP from electrons_(N)-(N-1)_4(N),ESP from electrons_(N+1)-(N)_4(N),ESP from electrons_(N+1)-(N-1)_4(N),Total ESP_(N)-(N-1)_4(N),Total ESP_(N+1)-(N)_4(N),Total ESP_(N+1)-(N-1)_4(N)
CHEMBL1743594-conf_7,-0.0553485646,195.4909143,97.74545714,97.74545714,18.72434786,367381.2524,-367399.9767,-367381.2524,-1469450.112,0.9999990192,0.9990106182,0.1616141209,-193.164673,-193.164673,14.11791774,0.04955569177,0.07052230583,3139960.226,-52.7642454,3139907.461,195.499679,97.85107813,97.64860086,18.677211,367380.6765,-367399.3537,-367380.6765,-1469447.997,0.9999990244,0.9990131807,0.1643381872,-193.1582878,-193.1582878,13.92658608,0.05032372146,0.07199957957,1488930.644,-51.07410566,1488879.57,195.4932213,97.7463226,97.74689873,18.69323553,367382.1317,-367400.8249,-367382.1317,-1469453.754,0.9999990225,0.9990122799,0.1588150931,-193.1647976,-193.1647976,14.2380973,0.04950874122,0.07033662137,3349591.82,-52.4329218,3349539.387,-0.0023070000000018,0.0087647000000004,0.0064576999999985,-0.0008654599999999,0.1056209900000055,0.1047555300000055,-0.0014415899999988,-0.0968562799999972,-0.0982978699999961,0.0311123300000026,-0.0471368600000019,-0.0160245299999992,-0.8793000000296161,-0.5758999999961816,-1.4552000000257976,0.8482000000076368,0.6230000000214204,1.4712000000290573,0.8793000000296161,0.5758999999961816,1.4552000000257976,3.641999999992549,2.1149999999906868,5.756999999983236,-3.299999939976317e-09,5.199999986160719e-09,1.900000046184402e-09,-1.6616999999330415e-06,2.562499999969603e-06,9.008000000365612e-07,0.0027990277999999,0.0027240663,0.0055230941,0.0001246000000207,0.0063851999999826,0.0065098000000034,0.0001246000000207,0.0063851999999826,0.0065098000000034,-0.1201795600000004,-0.1913316599999994,-0.3115112199999998,4.695055000000087e-05,0.0007680296899999,0.0008149802399999,0.00018568446,0.0014772737399999,0.0016629581999999,-209631.59400000004,-1651029.5819999997,-1860661.176,-0.3313235999999975,1.6901397399999991,1.3588161400000018,-209631.926,-1651027.891,-1860659.817
CHEMBL1743594-conf_8,-0.0554749793,195.492102,97.74605099,97.74605099,18.72393408,367383.16,-367401.8839,-367383.16,-1469457.744,0.9999990192,0.99901065,0.1616101125,-193.1647936,-193.1647936,14.11703096,0.04953043223,0.07049065813,3210014.204,-52.85482354,3209961.35,195.5002547,97.85215363,97.64810103,18.68050112,367381.5758,-367400.2563,-367381.5758,-1469451.581,0.999999024,0.9990130119,0.1643362624,-193.1584668,-193.1584668,13.92558983,0.0502925272,0.07196872953,1508011.457,-51.16475999,1507960.293,195.4940035,97.74689501,97.74710854,18.69930392,367380.6343,-367399.3336,-367380.6343,-1469447.74,0.9999990219,0.9990119662,0.1588124281,-193.1649272,-193.1649272,14.23451962,0.04963438375,0.07055989654,3365933.602,-52.19185903,3365881.41,-0.0019015000000024,0.0081527000000107,0.0062512000000083,-0.0008440200000023,0.1061026400000031,0.1052586200000007,-0.0010575499999987,-0.097949959999994,-0.0990075099999927,0.0246301600000009,-0.0434329600000005,-0.0188027999999995,2.525699999998324,-1.5841999999829568,0.9415000000153668,-2.550300000002608,1.627600000007078,-0.9226999999955297,-2.525699999998324,1.5841999999829568,-0.9415000000153668,-10.00399999995716,6.162999999942258,-3.841000000014901,-2.7000000013543964e-09,4.799999953064571e-09,2.099999951710174e-09,-1.3161999999899976e-06,2.36190000002523e-06,1.0457000000352323e-06,0.0027976844,0.0027261498999999,0.0055238342999999,0.000133599999998,0.0063267999999823,0.0064603999999803,0.000133599999998,0.0063267999999823,0.0064603999999803,-0.1174886600000011,-0.1914411299999994,-0.3089297900000005,-0.0001039515199999,0.00076209497,0.00065814345,-6.923841000000541e-05,0.0014780714,0.0014088329899999,-155919.39800000004,-1702002.747,-1857922.145,-0.6629645099999948,1.690063549999998,1.027099040000003,-155920.06000000006,-1702001.057,-1857921.117
CHEMBL1743594-conf_9,-0.0655876741,195.488225,97.74411252,97.74411252,18.75592435,367383.6322,-367402.3882,-367383.6322,-1469459.505,0.9999990158,0.9990089287,0.1616231969,-193.1650782,-193.1650782,14.11342661,0.04951486817,0.07058445309,3384899.141,-53.07901063,3384846.062,195.4673266,97.74069048,97.72663611,18.77601786,367342.8786,-367361.6546,-367342.8786,-1469296.41,0.9999990134,0.9990076914,0.1644463461,-193.163589,-193.163589,13.97563858,0.04977989794,0.07109380403,2515792.211,-52.90288805,2515739.308,195.5129877,97.75763514,97.7553526,18.72723849,367429.7869,-367448.5142,-367429.7869,-1469644.239,0.9999990193,0.9990106516,0.1587477442,-193.1659756,-193.1659756,14.21856671,0.04890021305,0.06971908488,4359753.485,-53.14077415,4359700.344,-0.0247626999999965,-0.0208983999999929,-0.0456610999999895,-0.0135226200000033,-0.0034220400000037,-0.0169446600000071,-0.0112400799999932,-0.0174764100000004,-0.0287164899999936,0.0286858599999995,0.0200935099999988,0.0487793699999983,-46.15470000001369,-40.75359999999637,-86.90830000001006,46.12599999998929,40.73359999997774,86.85959999996703,46.15470000001369,40.75359999999637,86.90830000001006,184.73400000017136,163.09499999997206,347.8290000001434,-3.500000067546693e-09,-2.399999976532285e-09,-5.900000044078979e-09,-1.7229000000007488e-06,-1.2373000000120982e-06,-2.960200000012847e-06,0.0028754526999999,0.0028231492,0.0056986018999999,0.0008973999999852,0.0014892000000088,0.0023865999999941,0.0008973999999852,0.0014892000000088,0.0023865999999941,-0.1051400999999998,-0.1377880299999994,-0.2429281299999992,0.0006146551199999,0.00026502977,0.0008796848899999,0.0008653682099999,0.00050935094,0.0013747191499999,-974854.3440000004,-869106.9299999997,-1843961.274,0.0617635199999995,0.1761225799999977,0.2378860999999972,-974854.2819999997,-869106.7539999997,-1843961.0359999996
CHEMBL2068442,-0.0816771349,195.4583808,97.72919042,97.72919042,18.7395475,367310.1004,-367328.84,-367310.1004,-1469165.443,0.999999017,0.9990095414,-0.5506495384,-193.1611523,-193.1611523,13.89496242,0.05003643231,0.0715407417,1825313.42,-39.26596206,1825274.154,195.5280243,97.81243696,97.7155873,18.67601,367435.7112,-367454.3872,-367435.7112,-1469668.141,0.9999990249,0.9990134818,-0.5365128759,-193.1618492,-193.1618492,13.76306735,0.04904867086,0.07031906556,2028740.443,-39.45731654,2028700.986,195.4465263,97.72225655,97.72426977,18.73866202,367284.7186,-367303.4573,-367284.7186,-1469063.92,0.9999990169,0.9990094881,-0.5656746961,-193.1628583,-193.1628583,14.03109298,0.05010176484,0.07133738066,2272246.245,-39.11934226,2272207.126,0.0118544999999983,0.0696435000000121,0.0814980000000105,0.0069338699999974,0.0832465400000046,0.0901804100000021,0.0049206499999883,-0.013603119999999,-0.0086824700000107,0.0008854800000008,-0.0635374999999989,-0.062652019999998,25.381799999973737,125.61080000002404,150.99259999999776,-25.382700000016484,-125.54719999997178,-150.9298999999883,-25.381799999973737,-125.61080000002404,-150.99259999999776,-101.5230000000447,-502.69800000009127,-604.221000000136,1.0000000827403709e-10,7.899999987515116e-09,7.999999995789153e-09,5.329999996916968e-08,3.940400000068678e-06,3.993700000037848e-06,0.0150251577,0.0141366625,0.0291618202,0.0017060000000128,-0.0006969000000083,0.0010091000000045,0.0017060000000128,-0.0006969000000083,0.0010091000000045,-0.1361305599999998,-0.1318950700000005,-0.2680256300000003,-6.53325300000035e-05,-0.0009877614499999,-0.00105309398,0.0002033610399999,-0.0012216761399999,-0.0010183151,-446932.8250000002,203427.02300000004,-243505.8020000001,-0.1466197999999963,-0.1913544800000011,-0.3379742799999974,-446932.97200000007,203426.83199999997,-243506.14000000013
CHEMBL2068442-conf_1,-0.0816725794,195.458392,97.72919602,97.72919602,18.73955392,367310.1244,-367328.864,-367310.1244,-1469165.539,0.999999017,0.9990095412,-0.5506496535,-193.1611522,-193.1611522,13.89496868,0.05003632585,0.07154053875,1825285.732,-39.26610522,1825246.466,195.5280388,97.81249017,97.71554861,18.67544546,367435.693,-367454.3685,-367435.693,-1469668.07,0.9999990249,0.9990135117,-0.5365130232,-193.1618466,-193.1618466,13.76308761,0.04903816935,0.07030427085,2029165.04,-39.45654445,2029125.583,195.4465263,97.72225653,97.72426978,18.73866191,367284.7186,-367303.4573,-367284.7186,-1469063.92,0.9999990169,0.9990094882,-0.5656746961,-193.1628583,-193.1628583,14.03109298,0.05010176108,0.07133737467,2272246.507,-39.11934064,2272207.388,0.0118657000000155,0.0696467999999868,0.0815125000000023,0.0069394900000077,0.0832941500000004,0.0902336400000081,0.0049262400000031,-0.0136474100000043,-0.0087211700000011,0.0008920099999976,-0.0641084599999999,-0.0632164500000023,25.40579999994952,125.5686000000569,150.97440000000643,-25.40669999999227,-125.50449999998092,-150.91119999997318,-25.40579999994952,-125.5686000000569,-150.97440000000643,-101.61900000018068,-502.530999999959,-604.1500000001397,1.0000000827403709e-10,7.899999987515116e-09,7.999999995789153e-09,5.299999994434757e-08,3.97050000000565e-06,4.023499999949998e-06,0.0150250426,0.0141366302999998,0.0291616728999999,0.0017061000000069,-0.0006943999999862,0.0010117000000207,0.0017061000000069,-0.0006943999999862,0.0010117000000207,-0.1361243000000005,-0.1318810700000003,-0.2680053700000009,-6.543523000000079e-05,-0.0009981564999999,-0.00106359173,0.0002031640799999,-0.0012362678999999,-0.0010331038199999,-446960.77500000014,203879.308,-243081.46700000015,-0.1467645800000028,-0.1904392300000026,-0.3372038100000054,-446960.9219999998,203879.1170000001,-243081.8049999997
CHEMBL2068442-conf_2,-0.0813732108,195.4577462,97.72887312,97.72887312,18.74228711,367308.6358,-367327.3781,-367308.6358,-1469159.574,0.9999990167,0.9990093914,-0.5506430148,-193.1611601,-193.1611601,13.89559986,0.05008152637,0.0716056148,1824049.177,-39.30095467,1824009.876,195.5263048,97.81020465,97.71610017,18.67581514,367431.9106,-367450.5865,-367431.9106,-1469652.939,0.9999990249,0.9990134776,-0.5364954214,-193.1618503,-193.1618503,13.76457878,0.04917508983,0.07047145507,2027363.439,-39.48975311,2027323.949,195.4452503,97.72159045,97.72365989,18.74282078,367282.0107,-367300.7535,-367282.0107,-1469053.072,0.9999990165,0.9990092578,-0.5656614093,-193.1628881,-193.1628881,14.03181133,0.05017395246,0.07145375038,2273665.443,-39.13723904,2273626.306,0.0124959000000046,0.0685585999999887,0.0810544999999933,0.0072826700000092,0.0813315299999999,0.0886142000000091,0.0052132300000096,-0.0127729499999986,-0.007559719999989,-0.0005336699999993,-0.0664719699999984,-0.0670056399999978,26.62510000000475,123.27480000001378,149.89990000001853,-26.624599999981,-123.20840000000317,-149.83299999998417,-26.62510000000475,-123.27480000001378,-149.89990000001853,-106.502000000095,-493.3649999999907,-599.8670000000857,2.0000001654807417e-10,8.200000012337227e-09,8.400000028885302e-09,1.3359999995188332e-07,4.086200000030793e-06,4.219799999982676e-06,0.0150183944999999,0.0141475934,0.0291659879,0.0017280000000141,-0.0006902000000081,0.0010378000000059,0.0017280000000141,-0.0006902000000081,0.0010378000000059,-0.1362114699999992,-0.13102108,-0.2672325499999992,-9.242609000000011e-05,-0.0009064365399999,-0.0009988626299999,0.0001518644199999,-0.00113415973,-0.00098229531,-449616.26600000006,203314.2620000001,-246302.004,-0.1637156300000057,-0.1887984399999993,-0.3525140700000051,-449616.42999999993,203314.0730000001,-246302.35699999984
CHEMBL2068442-conf_3,-0.0799567838,195.4528986,97.7264493,97.7264493,18.74173725,367300.4805,-367319.2223,-367300.4805,-1469126.955,0.9999990167,0.9990093795,-0.5505931821,-193.1609704,-193.1609704,13.89761501,0.04996834456,0.07145486077,1787424.699,-39.2696464,1787385.43,195.5391731,97.81963037,97.71954273,18.64360261,367457.2266,-367475.8702,-367457.2266,-1469754.332,0.9999990284,0.9990152854,-0.5366260538,-193.161689,-193.161689,13.76415154,0.04948902121,0.07082390726,1986310.141,-39.44277587,1986270.698,195.4404627,97.71922286,97.72123982,18.74329755,367274.3686,-367293.1119,-367274.3686,-1469022.501,0.9999990164,0.9990091922,-0.5656115557,-193.1626996,-193.1626996,14.03305465,0.05000361789,0.0712286973,2220148.423,-39.11684741,2220109.306,0.0124358999999856,0.0862745000000018,0.0987103999999874,0.0072264399999966,0.0931810699999999,0.1004075099999965,0.0052094800000048,-0.0069065699999981,-0.0016970899999932,-0.0015603000000012,-0.0981346400000013,-0.0996949400000026,26.111900000018068,156.74609999998938,182.85800000000745,-26.11040000000503,-156.64789999998175,-182.7582999999868,-26.111900000018068,-156.74609999998938,-182.85800000000745,-104.45400000014342,-627.3769999998622,-731.8310000000056,3.0000002482211125e-10,1.169999996886162e-08,1.1999999993683731e-08,1.8730000006517145e-07,5.905899999936182e-06,6.093200000001353e-06,0.0150183736,0.0139671283,0.0289855019,0.0017291999999997,-0.000718599999999,0.0010106000000007,0.0017291999999997,-0.000718599999999,0.0010106000000007,-0.1354396399999995,-0.1334634700000005,-0.2689031100000001,-3.527332999999494e-05,-0.00047932335,-0.0005145966799999,0.0002261634699999,-0.00063095351,-0.00040479004,-432723.72399999993,198885.44200000004,-233838.2819999999,-0.1527989900000008,-0.1731294699999992,-0.3259284600000001,-432723.87599999993,198885.26800000016,-233838.60799999975
CHEMBL611190,-0.0754089491,195.465062,97.73253102,97.73253102,18.71008862,367314.4903,-367333.2004,-367314.4903,-1469183.121,0.9999990202,0.9990111532,-0.8792413829,-193.1625774,-193.1625774,14.00120974,0.05034454583,0.0717203079,2224267.604,-38.54016422,2224229.064,195.4614448,97.7478131,97.71363168,18.67937815,367305.3645,-367324.0438,-367305.3645,-1469146.74,0.9999990234,0.9990127442,-0.8573393571,-193.1600316,-193.1600316,13.83310798,0.05065315064,0.07249898716,1654454.57,-37.96022893,1654416.61,195.4731966,97.73515758,97.738039,18.66390841,367325.623,-367344.287,-367325.623,-1469227.837,0.9999990252,0.9990136598,-0.9017112943,-193.1637451,-193.1637451,14.16648615,0.04985827064,0.07066360082,2849458.848,-38.34856643,2849420.499,-0.0081346000000053,-0.0036171999999794,-0.0117517999999847,-0.0026265600000101,0.0152820800000057,0.0126555199999955,-0.0055079800000044,-0.0188993399999901,-0.0244073199999945,0.0461802099999992,-0.0307104699999989,0.0154697400000003,-11.132700000016484,-9.12579999997979,-20.258499999996275,11.086600000038745,9.15659999998752,20.243200000026263,11.132700000016484,9.12579999997979,20.258499999996275,44.7160000000149,36.38100000005216,81.09700000006706,-4.999999969612645e-09,3.2000000427245823e-09,-1.7999999268880627e-09,-2.506600000007353e-06,1.5909999999674795e-06,-9.156000000398734e-07,0.0224699113999999,0.0219020258,0.0443719371999999,0.0011676999999963,0.0025458000000071,0.0037135000000034,0.0011676999999963,0.0025458000000071,0.0037135000000034,-0.1652764100000006,-0.1681017600000007,-0.3333781700000013,0.0004862751899999,0.00030860481,0.0007948799999999,0.0010567070799999,0.0007786792599999,0.0018353863399999,-625191.2440000004,-569813.0339999998,-1195004.2780000002,-0.191597790000003,0.5799352900000017,0.3883374999999986,-625191.435,-569812.4539999997,-1195003.8889999995
CHEMBL611190-conf_1,-0.0750500369,195.4665125,97.73325627,97.73325627,18.70087868,367320.4106,-367339.1115,-367320.4106,-1469206.839,0.9999990212,0.9990116517,-0.8792604117,-193.1622915,-193.1622915,14.00692581,0.05026915079,0.07159821038,2161100.457,-38.35889153,2161062.098,195.4671619,97.75231315,97.71484872,18.66378038,367319.0487,-367337.7125,-367319.0487,-1469201.54,0.9999990251,0.9990136159,-0.8574132982,-193.1597358,-193.1597358,13.83580152,0.0504688541,0.07221774201,1625621.161,-37.83207353,1625583.329,195.4746895,97.73606476,97.73862477,18.65872762,367331.9302,-367350.5889,-367331.9302,-1469253.086,0.9999990258,0.9990139458,-0.9017311636,-193.1635815,-193.1635815,14.17097093,0.04980881482,0.07062790427,2792334.43,-38.13205542,2792296.298,-0.0081770000000176,0.0006494000000145,-0.007527600000003,-0.0028084900000067,0.0190568800000079,0.0162483900000012,-0.0053685000000029,-0.018407549999992,-0.023776049999995,0.0421510599999983,-0.0370983000000002,0.0050527599999981,-11.519599999999627,-1.3619000000180677,-12.881500000017695,11.477399999974295,1.3989999999757856,12.87639999995008,11.519599999999627,1.3619000000180677,12.881500000017695,46.24699999997392,5.298999999882653,51.545999999856576,-4.600000047538799e-09,3.900000100642842e-09,-6.999999468959571e-10,-2.29410000007757e-06,1.964200000093008e-06,-3.29899999984562e-07,0.0224707519,0.0218471135,0.0443178654,0.0012899999999831,0.0025557000000162,0.0038456999999993,0.0012899999999831,0.0025557000000162,0.0038456999999993,-0.164045119999999,-0.1711242899999998,-0.3351694099999989,0.00046033597,0.00019970331,0.00066003928,0.0009703061099999,0.00061953163,0.00158983774,-631233.9730000002,-535479.2959999999,-1166713.269,-0.2268361100000007,0.5268179999999987,0.299981889999998,-631234.1999999997,-535478.7690000003,-1166712.969
CHEMBL611190-conf_10,-0.0727025862,195.4527648,97.72638238,97.72638238,18.72020663,367294.3625,-367313.0827,-367294.3625,-1469102.569,0.999999019,0.9990105153,-0.8790800595,-193.1625495,-193.1625495,14.00801983,0.05046311261,0.07201635952,2179010.924,-38.4885183,2178972.436,195.4555666,97.74101943,97.71454715,18.68914188,367295.5444,-367314.2335,-367295.5444,-1469107.421,0.9999990223,0.9990121792,-0.8572633336,-193.1599904,-193.1599904,13.84185112,0.05048158976,0.07225211039,1642811.408,-37.98785716,1642773.42,195.4596933,97.72845022,97.73124311,18.67423726,367303.7526,-367322.4268,-367303.7526,-1469140.313,0.9999990239,0.9990130009,-0.9015315888,-193.1638918,-193.1638918,14.17153047,0.05011593751,0.07117103438,2852552.211,-38.23080152,2852513.98,-0.0069284999999865,0.002801799999986,-0.0041267000000004,-0.0020678399999951,0.0146370499999903,0.0125692099999952,-0.00486072999999,-0.0118352300000026,-0.0166959599999927,0.0459693699999981,-0.0310647499999987,0.0149046199999993,-9.39010000001872,1.1819000000250526,-8.208199999993667,9.34409999998752,-1.1507999999448657,8.193300000042655,9.39010000001872,-1.1819000000250526,8.208199999993667,37.74400000018068,-4.852000000188127,32.89199999999255,-4.899999961338608e-09,3.3000000509986194e-09,-1.5999999103399887e-09,-2.485600000046162e-06,1.6639000000040485e-06,-8.217000000421137e-07,0.0224515292999999,0.0218167259,0.0442682551999999,0.0013422999999761,0.0025591000000133,0.0039013999999895,0.0013422999999761,0.0025591000000133,0.0039013999999895,-0.1635106400000001,-0.1661687100000008,-0.329679350000001,0.0003471750999999,1.8477150000001386e-05,0.00036565225,0.00084532514,0.0002357508699999,0.00108107601,-673541.287,-536199.5160000001,-1209740.803,-0.2577167800000026,0.5006611400000054,0.2429443600000027,-673541.5439999998,-536199.0160000003,-1209740.56
CHEMBL611190-conf_2,-0.0727136702,195.4541868,97.72709342,97.72709342,18.71710542,367299.2191,-367317.9362,-367299.2191,-1469122.008,0.9999990193,0.9990106911,-0.8790987148,-193.1625018,-193.1625018,14.00926872,0.05049120162,0.07206470886,2175809.027,-38.42586811,2175770.602,195.4592123,97.75026432,97.70894794,18.67932283,367303.7779,-367322.4572,-367303.7779,-1469140.394,0.9999990234,0.9990127284,-0.8573104834,-193.159486,-193.159486,13.84032437,0.05065161522,0.07250691263,1569204.645,-37.93860224,1569166.706,195.4618379,97.7296133,97.73222458,18.67585721,367311.102,-367329.7779,-367311.102,-1469169.705,0.9999990238,0.9990129334,-0.9015601286,-193.1638498,-193.1638498,14.1731604,0.05002011226,0.07104132577,2853015.752,-38.15638248,2852977.596,-0.0076511000000039,0.0050254999999879,-0.0026256000000159,-0.0025198799999941,0.0231708999999966,0.0206510200000025,-0.0051311599999905,-0.0181454800000011,-0.0232766399999917,0.0412482099999991,-0.037782589999999,0.00346562,-11.882900000025984,4.558799999998882,-7.324100000027101,11.841699999989942,-4.521000000007916,7.3206999999820255,11.882900000025984,-4.558799999998882,7.324100000027101,47.69700000016019,-18.386000000173222,29.31099999998696,-4.500000039264762e-09,4.100000006168614e-09,-4.0000003309614835e-10,-2.2423000000104665e-06,2.0373000000351027e-06,-2.0499999997536378e-07,0.0224614137999999,0.0217882313999999,0.0442496451999999,0.0013480000000072,0.0030158000000142,0.0043638000000214,0.0013480000000072,0.0030158000000142,0.0043638000000214,-0.1638916800000007,-0.1689443500000003,-0.332836030000001,0.00047108936,0.0001604135999999,0.00063150296,0.00102338309,0.0004422037699999,0.00146558686,-677206.7250000001,-606604.3819999998,-1283811.1069999998,-0.2694856300000054,0.4872658700000016,0.2177802399999961,-677206.994,-606603.896,-1283810.89
CHEMBL611190-conf_3,-0.0730938749,195.4742752,97.73713762,97.73713762,18.7090693,367339.4078,-367358.1169,-367339.4078,-1469282.795,0.9999990205,0.9990112846,-0.8793622516,-193.1623068,-193.1623068,14.00282905,0.05022426939,0.07155262385,2153748.675,-38.60334466,2153710.072,195.4622945,97.74425371,97.71804077,18.68011873,367313.6432,-367332.3233,-367313.6432,-1469179.852,0.9999990233,0.9990127123,-0.8573503465,-193.1597983,-193.1597983,13.83846158,0.0503211382,0.07196152851,1631393.392,-38.11386072,1631355.278,195.480444,97.73967859,97.74076544,18.68192465,367349.1586,-367367.8405,-367349.1586,-1469321.907,0.9999990234,0.9990127696,-0.901807749,-193.1637915,-193.1637915,14.16730974,0.04981131926,0.07064824349,2825052.364,-38.37106721,2825013.993,-0.0061688000000117,-0.0119806999999809,-0.0181494999999927,-0.0025409699999983,0.0071160899999966,0.0045751199999983,-0.0036278200000054,-0.0190968499999968,-0.0227246700000023,0.0271446500000003,-0.0289505699999992,-0.0018059199999989,-9.750800000037998,-25.76459999999497,-35.51540000003297,9.723599999968428,25.79360000003362,35.51720000000205,9.750800000037998,25.76459999999497,35.51540000003297,39.11199999996461,102.9429999999702,142.0549999999348,-2.900000017902471e-09,2.800000009628434e-09,-1.0000000827403709e-10,-1.484999999967762e-06,1.427700000000698e-06,-5.729999996706425e-08,0.0224454974,0.0220119051,0.0444574025,0.0014846999999917,0.0025085000000046,0.0039931999999964,0.0014846999999917,0.0025085000000046,0.0039931999999964,-0.1644806899999995,-0.1643674700000001,-0.3288481599999997,0.0004129501299999,9.686880999999758e-05,0.0005098189399999,0.0009043803599999,0.00040890466,0.0013132850199999,-671303.6890000002,-522355.2829999998,-1193658.972,-0.232277449999998,0.4894839399999995,0.2572064900000015,-671303.9209999996,-522354.7940000002,-1193658.715
